reviewId,userName,content,score,thumbsUpCount
a2508ea6-b220-4e18-973e-baaea596f1a6,Hs Lis,"mudah"" versi dengan versi yg 1.88 makin gacorrrr,",2,5
2129b8fd-9dee-47ba-a269-2272aa95037c,BUDI YONO,daftar ditolak mulu,1,2
01b00989-bc05-4565-a43e-aa428996078f,bang ali jbr,sangat menjanjikan perekomian rakyat,5,0
915e13ad-af76-41fb-974b-02dfd863eca6,Ali Gojek2,"sedikit kcewa akun tidak pernah dpt B1 gak pernah pelanggaran gak pernah cancel order gak pernah ngeluh ke customer gak pernah minta biaya parkir tapi tau"" di suspen Memindahtangankan akun padahal akun di pake sendiri kondisi HP emang masih baru pas banding udh ngomong jujur kalau akun di pakai untuk sendiri tapi tetap tidak di percaya, padahal sudah jawab jujur dan hasilnya akun kena PM, semoga tidak terjadi ke driver lain dan semoga hanya saya yg mengalami kejadian ini, terimakasih",2,5
f84f9b51-7ef7-4aa6-a1d1-c3ab63ea2bdc,Yadie Yayawildan,on bid selama 3 hari cuma di kasih 2 orderan 🤮,1,2
de438b88-14ab-40f9-a19b-f91b3729fce0,Wisnu Setyo Nugroho,"Kehidupan, perjuangan, kebersamaan, kebahagiaan, kesederhanaan itu simpel, ""TAHU DIRI & TAHU BATAS"", KETIKA PERSIAPAN BERTEMU KESEMPATAN dibaca KEBERUNTUNGAN, on ya on off ya off... bekerja berkarya berbisnis cukup sebagai MITRA DRIVER GOJEK REGULER saja, sudah merasa mulia sudah merasa terhormat sudah merasa menjadi MANUSIA yg hatinya penuh rasa SYUKUR. Yg diluar diri kita tidak bisa kita kendalikan so sekarang kendalikan apa yg ada di dalam diri sendiri aja. Ujian, cobaan godaan Alhamdulillah.",5,12
e16e6caf-0b85-4de2-978d-f631c5424a90,Putu Jerick,"Makin hari, makin jelek ongkirnya.Jemput bisa jauh jauh.Licik sekali kalian ke driver.Naikin ongkirnya",1,10
ad91cab3-9c81-4d34-872c-436c411263fc,Abdul Rachman,bagus,5,1
8248e261-49c9-4c86-8159-7f392fbd3693,bagus belakang,Baik dan pelayanannya lebih memadai,5,0
f86c8e73-da60-4971-805d-290dc05846ee,IFAT,ga berguna,1,4
794d09fe-cf4f-4c9b-9c16-6d331ffb7bf2,Heru Chairudin,apk makin g jlas 🤣😂 trip di banyakin pendapatan di kurangin 😂🤣,1,10
342aa784-6235-4f41-8722-dca13260a83a,Alliyin Mezir,management tolol,1,8
0e3ab8dd-1eb1-45e8-aadf-861222e9b820,Sugeng Haryanto,sudah lama beroperasi tapi blom mampu bikin map sendiri seperti tetangga ..masih minta info cuaca sama driver...map tdk proporsional tanpa hrs edit map dari customer..programernya kirim ke uber lah untuk belajar lagi,3,7
07104cac-2ca0-44d1-8328-0e09db68adbd,Kustiyanto Kustiyanto,"sistem licik,serakah, demi mencari keuntungan,orderan dikasih makan ke kuceng teros",1,15
1c29c880-75cd-4658-9fa0-d67e6de20dbd,Gojek Top,ok,5,0
c48fada0-d78a-40cf-972a-3334c4be407d,Dewanta Tito,oks,5,0
8ffe5d99-44a1-4e8e-b7f3-3201253abf42,Abimanyu Hakim,Keluhan driver banyak banget.... Jangan buta dan tuli donk ... Kalian hidup mewah karena driver .... PARAH ..... DRIVER LAMA TERABAIKAN,1,18
b0b0a791-4f9b-40e4-93d4-a634994304d5,Ari Qtink,"tolong lah slot goride tolong di hapus,udah susah di dapatkan, muncul ga nentu terus, keadilan buat mitra tidak dapatkan apalagi yang tudak menggunakat slot kalau pagi cu.a nonton!!!!",1,33
961e13de-5546-4dd2-9068-ef3c45f479cf,Oke Bro,bikin hp cepat panas ni,1,2
5ff381a9-f2c7-4e10-9ffb-c82c6ab21b56,bOrjU Gj,Mantap n membantu sekali.. terus begitu ya.,5,0
587c84fa-901f-4a88-a937-9ef38cfcafcf,dhazev vhurrwa,"nunggu gofood 1 orderan bervariasi dari paling lama 45menit / 30menit lumayan lama, waktu terbuang, coba update nya perbaiki, kalo bisa tinggal ambil aja gofood, hari gini masih nunggu-nunggu. semoga lebih baik lagi kedepannya.",1,36
c36fb8c7-8357-421d-b404-e8746dfc78b5,Arci gojek Ambulance,"pagi-pagi,sudah ada orderan pelor,ini pelanggan suka nya ngerusak akun gojek driver saja",2,0
2613a4e9-04ff-44d8-ba95-1190b043da11,Loading ding,knp di jakarta ngk buka 🤦🤦,1,0
cd7d2438-5422-4449-98ae-77c73bc3be0e,DJR,semoga bisa selalu mensejahterakan mitranya🙏,5,0
b79f4531-4e3d-4a2b-adf6-e18db4bfb802,Herman Falani,"saya kasih bintang 5,Go-Jek karena Go-Jek pekerjaan saya,saya terkna saspend ya ditunggu aja karena salah saya 🙏",5,0
4833af83-19b3-4d96-9069-02e7f711489e,Dan Dy,"SAYA MITRA ,BUKAN KARYAWAN KALAIAN ,BERHAK SAYA MENOLAK ORDERAN YANG MENURUT SAYA TIDAK SESUAI ,INGAT SAYA MITRA!!!!",1,3
9e97a984-c5eb-446d-b91a-aac251edc62a,Djaliel Dzaied,tinggal rute maps nya perlu di upgrade...Krn biasa suruh lewati gank gank kecil padahal ada jalan tembus yg lebih baik ..sama rute di kampung kampung kadang tidak ada jln tapi maps nyuruh lewat,5,129
5aeaf18b-2b8c-43c9-82d6-2a89435d8a9c,Frans,payah ini aplikasi bantuan di gocar tdk bs sy minta kmbl hr ini kode veri pengembalian paket kmrn dan tdk ada tombol bantuan langsung bs bcr langsung sama customer servis gocar ato gojek....,1,3
106ca74b-a7f0-4ca3-bcc3-036f61f74928,Maryam Alika,ini on dari pagi hari sampe malam gak 1 pun orderan dikasih. padahal sudah di tempat yang ramai. maksutya apaan jeekk..,1,4
4379b4bc-3fac-4be6-a70a-24ff2c3c0c36,Alan Kalendr,tidak ada yg sempurna... but so far so good 👍👍👍,4,0
567b6cf6-279f-4f10-a49f-bfc2a6683563,Muhammad Jauhari,Alhamdulillah saya bersyukur atas pekerjaan ini,5,0
80dbcf2e-16bd-413e-9773-883bfa4bcc34,rhayutryar rsyid,kenapa sampai sekarang akun saya kok blm bisa aktif yaachhh apa ada yg salah dengan data2 saya 🙏🙏🙏,3,0
0dc745d2-e406-438f-ae6d-2c4e9f4f2821,Rusmadi Rusmadi,"aplikasi nya lancar jaya, trimakasih 🙏",5,0
ba13c01a-6567-42bd-a4a8-d6d6586fbc00,Chanel Otomotif,"keknya orderan nya kadang ga stabil, kadang percuma bangun subuh ga ada yg bunyi ride",1,1
8c9339cc-82c6-4ebd-b43c-13c723eb83f8,Yudi Hartanto,sulit dapat orderan,1,1
ec2baca1-5cb8-4830-a8a4-58fbf01a1bf9,Acep Sofwan as,sejauh ini ini ufdatte terparah yang pernah saya pake.semoga kedepannya tambah lebih baik lagi dari swblumnya,3,0
cca3e1b2-174c-401b-bf01-71b95ba41f5b,Yusuf Ali Siregar,Saya sudah tidak bisa berkata-kata apa-apa lagi dengan sistem saat ini!!! Terima kasih Gojek Indonesia,1,14
143341bd-cc5c-4f03-aaab-281b7a81ba41,9ven Food,"padahal saya dapet undangan dari gojek tapi pas udah di Kantor gojek, udah masuk dalam alesan stap nya bilang undangan udah Expayet padahal undangan baru, dapet undangan. kantor gojek DC serpong tangerang banten",1,1
29b50930-2a3b-4abb-8316-2c40b884cdb2,Reno Andri,parah dengan sistem gojek sekarang,3,0
e4cdb5e7-687e-46fa-8ba4-e846e53bb0c3,muhammad harianjaya,"Parah kali orderan sama sekali gak masuk berhari2,padahal sebelumnya lancar orderan.tiap bulan minta update,kalau gak di update kalian buat akun reguler hancur orderannya,BD pun tidak dari pagi sampai malam.mending bagus kayak dulu orderannya setelah di update.biaya layanan besar,potongan ke driver besar,ke resto besar,dari coustomer besar,semoga berkah yg kalian ambil dari keringat driver.bentar lagi turun lah rating Gopartner di playstore jadi 2 kalau Aplikasi Gopartner semakin parah.",1,284
20570e83-466d-4c6c-af10-d7432611a6a2,Dhanz setiadi,ok,5,0
24519504-367c-4dbb-86ca-a3880fa8e32a,Benny Harianto,orderan tidak terbagi rata. susah maju yg akun gagu,3,0
ebd92ab8-ae06-4d93-ba73-bb5c0b62947d,Ruhiyat Oushiza,"Tolonglah jek keluhan DRIVER tuh didenger itu kan untuk kemajuan bersama juga, tolong persempit jarak blast ordernya. GOJEK sekarang makin kacau aja algoritma nya.",1,21
a3a93383-dae5-4de0-adc2-81cc4a18b290,Avi Koidae,Wokeh harga aplikasi beda dengan map google.. wkwkwkwkw... potongan ilangin.. sebelum kehilangan pelanggan,1,1
c0a7c28e-7919-4bf0-94b3-cbf90ad63e62,El Qudsi Cliring,sistem gojek lebih mementingkan diri sendiri ketimbang patner yang sudah membesarkan,1,2
d96de1e5-e223-4b79-87d7-e5980840f06c,hanzt Put,update terbaru tombol kirim tidak berfungsi,1,5
3530b19e-2d1e-4603-a4f2-f95e9d8bd067,hamdan yusuf,keren,4,0
e370548e-550e-4f08-931a-a631a7b1078d,andi supriyadi,lumayanlah,2,31
199c0f39-409e-4158-9f07-3e6584202b3c,noffy ardy,makin ancur aja,1,2
ea708419-5595-4d14-9a5b-8e2f8c56a860,Ujang Taopik,titik jemput jauh argo cuman 15ribu rugi d bensin kalau gocar,2,0
eb6d0108-5f33-416c-974f-7604d09c1a2b,Deny Rudhini,"Mantab, di updated kok malah sulit dapat orderan",4,0
b7dfc85b-b016-47b9-907d-753b63fff7c0,Eko Supriadi,PARAAAAAAH !!!!.makin di jajah di anggap sebelah mata,1,5
0afe2a15-e62b-4afb-a643-c7897d29e53e,HERI PAMBUDI,"UNTUK ORDER SEARAH TOLONG DIKEMBALIKAN, KARENA DRIVER DIJAM JAM SORE JUGA SUDAH LELAH INGIN ISTIRAHAT PULANG, SEDANGKAN TITIK AKHIR JAUH DARI RUMAH NYA, INTINYA JGN MAKSA DRIVER DI ORDER SEARAH",1,1
66f13f08-7f3b-4e05-941a-11bd7de25917,Kaplik Geming,"gak manusiawi... ke resto 3kilo lbih ,,nganter 5+kilo...ongkir 11k,,,gak mikir apa bensin skrg mahal!!!! ada bonus dipersulit,,smoga aja cepet",1,0
b893d16f-faa7-46ee-9749-42846f707341,Yosua Saputra,potongan gak manusiawi,1,5
e625f720-04ee-4253-a53a-43269264db1a,Nanang Nur,Tolong kembalikan akun saya seperti semula Tolong berikan saya orderan Tolong kepada pihak terkait untuk meninjau kembali akun saya 🌟🌟🌟🌟🌟 untuk aplikasi Terimakasih atas perhatiannya 🙏🙏🙏,1,140
dfca2000-cda7-4c7c-b4d6-da461587dd4f,Andre 5726,aduh orderan makin parah slot makin merajalela gimn nasib yg gak ikut slot aplikasi buruk,1,11
6763c64b-90e6-4952-b359-e13b47ba9510,M Taufik,"penjemputan jauhhhh sekali. sdh buat laporan smpai 1064 x. dari mulai 2,3-7 km. hargailah para Mitra UMKM yg dibayar oleh customer sesuai km yg dibeli jgn jauh2 pengambilan krn mereka jg bermodalkan bensin. aktiva kendaraan. bukan nya yg malah membuat laporan di buat anyeb di konci sistemnya. buat lah sistem yg lebih manusiawi.",3,1
05267db5-04c3-45f6-833a-f1ec400a9c8b,Tsp Jaksel,bagus,5,0
fe6caea1-5e2e-46ec-b00c-46f6768205f0,RIGHA FURQON (UKAN),"tiap update kok makin kacau ya aplikasinya... masa rute cs sama driver beda rutenya,untuk cs dilewatin rute normal,sedangkan driver rutenya kaga jelas potong sana potong sini.apa sengaja mau untung dari cs sama driver,pantesan sekarang argonya makin kacau. ternyata begitu to cara mainnya.parah driver disuruh lewat rute blusukan,padahal ada rute yg sulit ngapa jadi suruh lewat yg gampang jekk. ngomong2 itu IT nya lulusan luar negri apa lulusan luar kampus,apa nyogok kali ya lulusnya.",1,60
573a7036-3509-47ad-b85d-e020184d3f16,Anonim Uknown,kalo semisal jumlah orderan sama mitra driver banyakan mitra driver jangan suka segala buka requitmen jalur vvip... makin kaya hama pada mangkal kaya opang,1,4
5df81c25-f6a8-463d-b044-348c2f0e1422,muhammad buhori,dari sekian tahun gojek . cuma hari ini paling parah. dr pagi sampai saat ini cuma 1 order saja. katanya perbaikan sistem untuk lebih baik. kenapa semakin kesini malah semakin membunuh driver. perbaikan sistem terus tapi sistem semakin tidak membuat driver sejahtera. pendapatan makin turun di bawah rata-rata. tolong di benerin. lagi. karena program yg baik adalah program yg bisa bermanfaat untuk orang banyak. sukur sukur bisa mensejahterakan.,1,1
2171376e-0b6e-49ba-9536-6b854ed3d77b,Muh Nurmala,sejauh ini OK,5,0
1f6d068d-205f-4311-b4ab-7bfb38ad7ad8,Yahikoo Y. T,potongan ny besar buat driver..buruk banget,1,5
69d0cfaf-b0f5-447c-97dc-95e7c2c76757,Suparno Mrtbk,ok,5,0
479a4da4-e0fc-4868-8fd7-fe1c5aec2fba,Wahyu Ojang,"Kecewa, saldo salu ada tapi akun malah di anyepin",5,1
58427e40-ce74-4ce4-922a-e0dd4e5f8fc9,Borneo Putra,Makin hari makin parah. rute mapsnya si GOCAR belum pernah yg namanya bener pasti seperti penggaris lurus contohnya kalau dari bsd tujuang kelapa gading mapsnya selalu melewati/ keluar cilegud sementara tamu selalu minta lewat jor tembus cawang keluar kempaka putih atau langsung klp gading. otu berapa kilo selisih. berapa bensin betapa kerujian driver belum potongan hampir 40%. jadi pelanggan bayar mahal driver dapat murah. semoga pihak aplikasi GOJEK secepatnya mendapatkan hidayah. krna Curang,1,3
45cc8422-a615-4cb4-88c4-07febef82606,Wazzup Buddy,"Udah 4 jam muter-muter masih aja ga dpt orderan. sekalinya dpt titik jemput jauh, customer minta buru2, akhirnya cancel, delay lagi.",1,4
eb97bdb2-638a-4bc0-a5af-b89234388b2f,Rafi Kamandanu,semakin lemah orderan nya jangan dikotak kotak donk kembali seperti dulu lah,3,2
bc08a15f-ef44-434a-9cde-9d513855e646,Nurethy Polinas,"gunanya lu nyediain fitur trip searah apa kalau gk bisa kepake, udah beberapa kali aktifin trip searah krna pengen balik rumah tpi tetap aja masuk orderan yang jauh, giliran gk d ambil malah performa yang turun, kocak nih aplikasi lu",1,10
fd734b2c-f10c-4dd0-aacd-60c6f538173c,Afrizal Gojek,tdk jekas,1,0
81489c77-5a4a-44e0-a7be-7e24513eaf01,Agung Palun,"tolong di benahi,aplikasi sering eror,bug.. sampe sekarang orderan juga sulit",1,13
63b9b131-5ec1-4828-9072-ba5f2da707e1,Adim Pratama,"nyimak keluhan driver banyak yg gk di dengar 🤣😂😅,,, IT ny punya misi menghancurkan produk Indonesia biar rival ny berkembang auto driver geser ke sebelah... tiati ya founder anak bangsa 😊",1,0
7135fd8e-1dfa-4061-b28f-5f2f5038234d,Cindy Malvina,mantap,5,0
f1bae6dc-29f5-446e-83f2-ec6e4faed570,Kang Repiu,"ayo teman² driver, ajak customer kita untuk pindah ke aplikasi sebelah saja. sistem gojek sudah mulai tidak jelas, penjemputan benar² di luar nurul. kita panas²i customer, karna bukan hanya kita yang rugikan, tapi juga customer yang makin lama dapat pesanannya. salam kompak 🙏",1,0
3187b36c-59f6-4e7d-a5ab-531d700f2900,ODONG ODONG,COSTUMER PADA NGELUH PENJEMPUTAN TERLALU JAUH DAN BERAHLI KE APLIKATOR LAIN,3,23
c7a7bcb6-573f-4bfc-8d10-04f125b9e14f,Lusi Yanah,"Yang laen pada naek gaji, si gojek malah nurunin tarif, buat gaji karyawan gojek. orderan sulit suruh ngajak temen buat daftar gojek, orang suruh maen slot, maen reguler aja sulit cukupin kebutuhan hidup suruh maen slot yang tarif nya ga manusiawi, cuma cukup buat parkir abis, buat beli kopi juga kurang.",1,1
26284b8c-7e2d-4d93-bd5f-bd0d7c77783d,Iwan aulia Lubis,ok,5,0
bb80e08b-e2b8-4407-8e81-44cbd6c54919,Wibowo Hariyanto,penjemputan kok 4 km sangat jauh,1,3
66fc6a49-ce56-4848-ae43-56f4fa13be36,M.Alzam Safaraz,ok,5,0
0aad5dd1-0720-49b9-b21b-34c9a13efe8d,Muhammad Marwan,"Yth. Team IT dan Manajemen GOJEK, MAAF SAYA KASIH BINTANG 1 SEMENTARA, 1.Tolong tambahkan fitur ""ID ORDER"" di setiap ""RATING DARI CUSTOMER"" karena untuk meningkatkan semangat kerja dari para DRIVER, 2.DI APLIKASI CUSTOMER, WAJIBKAN TAMBAHKAN KETERANGAN JIKA MAU BERIKAN RATING, JADI TIDAK BISA HANYA BINTANG KOSONG, KARENA UNTUK EVALUASI PARA DRIVER TERMASUK SAYA",1,1
02d45bf0-7ef5-42f2-86ef-a844c38f1f1c,Thofan Syaputra,Hapus aja aplikasinya,1,3
6e8b1841-0054-4ad8-b873-2035f15d2eb4,Musoleh Soleh,aplikasi rusak,1,1
2dd2b73d-2349-41bd-a676-4b130eaa383e,Mulyana Muhayya,oke.membantu sekali mendapatkan penghasilan tambahan dari Go-Jek,5,0
09a464d8-d094-454d-acf3-721dc0357496,ipe suripe,"Vermuk bikin tujuan searah yang kita pasang ke reset. Drop beda titik +1km hrs balik ke titik, pilihan atas permintaan pelanggan gak ada gunanya.",3,227
158b87b7-0295-42dc-8bb5-84a3c2177a87,Faisah Rizal,good job,5,0
bda298ea-7be3-4db4-9fcc-cd174d3722ec,dog durrahman,tolong dong kayak aplikasi grab posisi orangnya harus kelihatan yang soalnya akhir-akhir ini banyak sekali orderan fiktif di daerah labuan sait kalau kayak aplikasi grab jadi kelihatan customer-nya di mana Dia kelihatan,1,0
38ac45e2-7d7a-494d-bd75-13e7d5ea3268,hendrik HOMEPROJECTBETTA,sering kali dapat orderan fiktif,5,3
d06b8a2b-0950-472f-b1a9-ed833118f560,Gagan Rizky,sudah bagus harus lebih baik pelayanan nya,5,0
7b3f4a13-9edc-452d-b695-a55b523e89d1,Arlinanus Ndruru,ok,5,1
aab7f712-50c8-46c7-a7d1-fbd67813bc8e,Aldi Muhammad,penumpangnya ghaib semua ... beda sama grab dll #aplikasimainan,1,0
0629c9a5-17a6-42ad-9c99-915e33b3b405,Vence Riwu,Trima kasih Gojek,5,0
8028e46e-bf97-401f-ba7b-54517ffd33ff,Muhammad Alhafidz,potongan dr apk buat driver tolong jgn kegedean . hargai tenaga manusia manusia kan manusia ya bos .. terimakasih,5,0
84317240-f7df-4aee-a21f-51070aac2e9e,Rahman Ar,parah Aplikasi gojek driver setiap pendaftaran pasti di tutup kapan di buka nya tiap daftar di tutup terus aneh aplikasi gojek driver gajelas banget kalo belum bisa daftar gak bakalan gua kasih bintang full kalo bisa gua gak kasih bintang.,1,5
1f1a6c21-751a-454a-ad52-8ef90e3eb7e9,Sri Maulana,semakin hari gojek semakin ga jelas orderannya.,1,0
a8765254-6bb3-49e5-a51d-cf208b3fbf40,Andreasa Nuryanto,putus mitrain sekalian ajah dora buat apa onbid tapi ga di kasih orderan,1,0
dbbf4822-f5f0-4c5a-bdd6-c211ea69633b,Yanto Lauw,"semoga ke depan nya aplikasi go Jek driver lancar untuk di gunakan setiap mau foto struk go food maupun foto barang selalu lemot dan lama sekali apa lagi foto bukti ke customer lama sekali di foto,",5,1
2955a848-aaab-4c89-aeb8-4026b170339e,abel gunawan,Makin ga waras makin ga manusiawi. Hanya memikirkan pendapatan perusahaan. diupdate malah bikin matiin.,1,296
61ef5361-c137-4210-8116-2c5964a097da,Mas Bet,mau trip se arah malah dikasi orderan gak sesuai arah hadehhh,1,1
8d57d51a-50d3-46b7-a78c-1383eb42f420,Akas Leonardo Sirait,"Ini yang dinamakan pola bisnis economic kapitalism. Mengeksploitasi driver sedemikian rupa demi keuntungan yang sebesar-besarnya. Mari kita sama-sama AMINkan, kelak semua orang-orang yang terlibat mendzalimi driver akan mendapatkan pesakitan yang lebih-lebih dari yang driver rasakan saat ini.",1,28
ae8cae18-c332-481a-a8ef-3528ae51a5b4,Raden Firman,naik versi mulu. jagn 2minggu sekali. donk,5,0
64238286-6e99-4b70-ad71-23128fe0438f,KIARA_official,"FRAUD SISTEM, FAKTA LOH ITU...!!!",1,0
960dff30-e508-4ba7-81c1-1771f8c80c4d,Fery Dwi Hatmoko,ok,5,0
19316b17-5f1e-4a69-8b2c-7fa5539f106c,agus sugianto,"makin anyep jek,pendapatan makin turun,mudah-mudahan dikasih order longtrip,biar pendapatan naik sesuai keperluan.Aamiin yra🙏",5,2
dd2e3753-f9a2-4804-9d6a-0c9114f58cc9,Herman Viendra,"semoga penggunanya mekin banyak , sehingga banyak order",5,0
bec7fb62-e846-4702-9190-695957093c02,Yasin Yasin,"semakin lama driver gojek sangat sengsara untuk penjemputan penumpang dan pengambilan makanan ,karena penumpang yg dijemput jarak yg dijemput sekitar 2 kilo dari tempat driver,begitu juga driver menuju resto,sedangkan biaya pengantaran tidak ada kenaikan untuk driver",2,0
1352b4f9-1c31-436c-9ba1-5166a55268d2,Ibe HEHE,tolong dong min kapan aktifasi akun saya bisa aktif padahal udah terverifikasi tapi udah 3 bulanan belom aktif 🙏🏻,5,0
0e2bf6ef-ed94-4b42-b3b3-6f3e205f47c3,Hamz Taroo,buruk,1,1
9f3a0787-a8ea-43f4-a42f-1da137862ea7,muhammad fadly,kasihan yang memiliki saham di perusahaan ini. bukannya mengembangkan sistem agar bisa maju dan banyak keuntungan. tapi yang terjadi seperti di sengaja membuat costumer pindah ke aplikasi lain atau bahkan membenci dan trauma dengan aplikasi ini. driver selalu mendapatkan pelanggan yang jarak jemputnya jauh. itu berarti pelanggan harus menunggu lebih lama. yang terburu-buru pasti akan sangat kecewa yang mendarah daging dan menyebarkan kekecewaannya ke semua orang-orang di sekitarnya.,1,15
9e498fea-fe0b-4c68-a73e-f21c42a90209,Suwito,kurang puas,3,0
97eddcf2-5525-416f-9e7f-1a889d554293,M. agustiarma,Skim insentif sangan tidak pro ke driver,5,2
941e92c6-59d0-465f-9ef9-7cae3f687bd4,Monick2 Timur,"ngabil untungnya jangan gede2 banget, yg kerjakan driver, motor juga punya driver service kendaran, pajak,keujanan kepanasan juga driver yg nanggung, tolonglah jangan terlalu mengeksploitasi kami🥺",2,2
273b82e7-73c9-4011-8e66-326c858f4242,Belina Belinda,"maaf saya kasih bintang 3,bapak saya coba daftar gojek sudah dari akhir tahun lalu,sampai sekarang belum juga dipanggil",1,2
2ea743e6-0853-4553-ada3-a1651f751a7c,Rachmad Candra,"the best ,, Spirit for staf Gojek and all!! love it 🙏",5,0
8d9d6312-71bd-48f3-9aa9-a28df946ffc4,Singo Garangan,"tolong untuk orderan gosend multi instan. . kasih nomor wa penerima. wa pengirim. . nama pengirim nama penerima, nama tempat pengambilan dan tujuan ditulis jelas. . supaya kalau susah di hubungi bisa titipkan orang lain. . orderan paling menyusahkan. . terpaksa berkali kali barang saya kembalikan dalam jarak lebih 10 km. . sama sama kerja tapi jangan bikin susah. . 😡😡😡",5,0
f017f2a3-e744-4261-b79b-ad62b36e8433,Sal Sa,makin kesini makin tolol🤣...udah meras driver ehhhh Cust juga diperas dengan argo mahal🤣...cs yang respon lambat 1 jam ehhhh driver yang disalahin...ngajuin bantuan aja ribet nunggu setengah jam baru ada balasan🙉,1,4
37309864-dee0-47a0-a3e8-6f7b03203649,OjoL18,"Kpd Dev, tolong maps saat dapat gofood, jangan zoom in dan zoom out itu maps, gak guna zoom in , zoom out tu tau gak.",3,1
585bd49e-0154-46e4-8c25-2f26ebab3654,jacka ray,adanya fitur slot tambah meresahkan udah muter 8 kl masih gk di kasih orderan tambah orajelas aplikasimu JEK JEK,1,5
32a893ac-1996-4192-b036-f60343164e31,Ahmad basyir Basyir,Semenjak naik versi v.1.9.2 akun gojek saya jadi banyak error' dan rating saya pun hancur otomatis orderan nya juga hancur,5,0
154488ad-7684-4544-a358-f1c141e66107,wahyu ramadhan,"APLIKASI BUG TERUS, YANG DISALAHKAN DRIVER TERUS, DAPET ORDERAN 3 LANGSUNG TERCANCEL OTOMATIS BY SYSTEM 2, EH 1 MAU DI PICKUP GA BISA KARENA ERROR, TERPAKSA HARUS DRIVER YANG CANCEL, SEMENTARA DRIVER CANCEL 4 ORDERAN DALAM SEHARI KENA SUSPEND, SIAPAPUN YANG BIKIN PERATURAN DAN APP DEVELOPER DAN CUSTOMERS SERVICENYA, BIAR SUSAH SEUMUR HIDUP, AMIN",1,3
9824f2f2-6347-4820-b6f8-9a506e8cdb0b,dian arifin,di update bukannya makin bener malah makin gak bener.,1,8
81289e59-b9d8-4a4f-8273-364b1965fcf9,Aris Ibad,mantul,5,0
617d0556-f138-4ff6-afe4-81f883108e75,Maulana Alami (Mul),membantu pengangguran,5,0
c87dfe4d-203b-4222-959d-126bb83a8124,Sena Julian,nak versi trus..oderan tmbh berat,5,9
542a347e-ef97-436e-add4-d901b5b7c589,Dedi Sopian,aplikasi TOP.. Terimakasih,5,0
4b1e27e2-5eb7-40b3-bd28-2ab9e4df5ed0,Agung Supriyanto,"Sering Skali perihal Maps tidak sesuai di lapangan, tolong perbaiki dari 2015 ngojek, Maps selalu saja ga ad perkembangan sama Skali.",5,4
17039e4c-d646-44cb-bf90-39e42d8ae156,Dewi Permata,orderan kaga ada ga bunyi2,1,2
ee5b3312-5ac9-49cf-8a82-1b10aa2a6bbd,Suharto Kantoso,Luar biasa,5,0
a7e6c545-37d6-4a73-92b6-61b30c92f8f0,Skyzo Deep,"Sering update, gak ada perkembangannya",1,12
2fe17030-33b9-4775-9114-a595450176bd,Zhodank gojek fitriani,"Makasih 🙏GO-JEK Mudah mudahan🤲💪 lancar dn bisa cepet Mendapkan orderan lebih banyak 30 order bisa menghidupi keluarga ,,,,kru semua teem gojek di beri kesehatan semunya 🤲amin ya robalalamin",5,2
7cdd00ff-6cf9-471c-8e19-2e82712f73d2,Ipul Ramdhan,"kenapa habis di update malah susah dapat orderan min, delay nya apa gak kurang lama sampai 4 jam an 😭",2,2
0625df24-3477-4849-b76e-e080732e67cb,Ben Pendosa,"Alhamdulillah, terimakasih goto sudah jadi partner kerja. senang bisa kerjasama dengan goto dan terus bisa membantu dan bermanfaat untuk masyarakat",5,1
cdba0ab6-ac93-4005-8545-ed0c491c70d2,rinaldi 2017,gak dapat BHR...parah amat Go-Jek dari tahun 2017 gak dapat THR...😓,1,2
424724e5-4db9-4cc9-a855-f56a4bdfbc04,Annod David88,mantap,5,0
135b5b9d-ec2e-4a04-ac4a-9f13d6b3fde7,Joko Grap,aneh nin ajaib ... saya daftar dpt otp dapat panggilan dengan no hp yg sama. ketika di proses pendaftaran no saya kok beda ...alhasil gagal membuat akun gojek,1,1
7f0d2cd0-5545-4a82-9817-be2dc2f64ec3,TAUFIQURAHMAN,GOJEK JALAN REJEKIKU,5,0
d9f2211e-16f3-4e55-9fcf-6e1d22fa51c0,Wahyuzulfa Wahzul,mohon orderanya di tingkatkan lagi🙏,5,0
85b9e189-6536-45cd-a81f-da4d85c7f335,lukman hakim,Makin kacau harusnya slot harga normal slot harga taeeeee jmpt nya jauh nunggu lama untuk food.... sekarang di tambah ngebug lgi gosend udh d lokasi mo pick up d geser g bisa bisa lol beud dah,1,13
132fef34-0e0f-4bfb-82ef-27dfe6fcd343,Supri Yanto,👍,5,0
a5c9ad23-64cf-4c98-82b6-a8706f380e04,Mbo prambudhi Mbo,mantap,5,0
6d48b9ac-2315-4db9-b4fb-6fd094448220,Erik Puasa,tidak bagus,1,0
93fa1d2f-ef01-4af1-8544-6657b466790e,Agus Alam,kenapa pembagian orderan ga merata sehari cuma di kasih 3 orderan,3,0
ecfafb30-f691-4c84-b8f8-87cab5983460,Rumah Impian,akun goceng skarang jauh2. jemput bisa smpe 2km gila.. bonus kurang 1 lagi gak di kasih. di tambah ada nya slot.. nyesel ikut aceng klo tau2 nya ada slot mah,1,0
459c213b-692b-4c69-a253-1a798ebffdd4,Andri Suhedi,"bagus sih buat penghasilan tambahan, tapi kurangilah potongan aplikasinya, motor juga butuh bensin. kalau potonganya terlalu besar ya gak dapat apa"" driver",5,0
f7a902d9-473d-401e-853c-b18a939270c6,Hardi Yansyah,ok,5,0
